"STATION","STATION_NAME","DATE","TPCP","MNTM"
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750201,3.57,36
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750301,3.5,39.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750401,3.13,47.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750501,3.52,62.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750601,7.06,69.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750701,7.86,75
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750801,3.54,74.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750901,9.65,64
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19751001,3.25,59.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19751101,4.02,52.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19751201,3.04,36.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760101,4.55,28
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760201,3.16,38.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760301,2.3,43.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760401,2.26,53.4
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760501,3.56,58.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760601,3.97,70.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760701,3.5,72.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760801,8.3,72.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19760901,2.24,65.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19761001,4.06,52.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19761101,0.32,40.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19761201,2.02,30
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19770101,2.67,21.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19770201,2.41,32
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19770301,4.7,43.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19770401,3.62,51.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19770501,2.29,61.7
